route_id,route_type,source_subject,source_domain,name,discipline,module,upper_concept,sub_concept,node_type,first_order_relation_type,language_triggers,exception_flag,content
manual_futures_spread_order_execution,manual_abstract_route,经济学,套期保值与价差交易,价差限价指令成交条件,金融学大类,金融工程,衍生品与风险管理,无套利定价与套保,regulation,regulation_peer|prerequisite,价差限价指令成交条件|7月黄金期货|11月黄金期货|价差为20|限价指令,,价差套利指令以价差为成交约束；买入近月、卖出远月且限定价差时，成交价差需满足指令限定的有利条件。
manual_futures_calendar_spread_narrowing,manual_abstract_route,经济学,套期保值与价差交易,跨期价差缩小交易,金融学大类,金融工程,衍生品与风险管理,无套利定价与套保,concept,same_domain,跨期价差缩小交易|买进5月|卖出9月|跨期套利|价差缩小,,同一品种跨期交易中，若买入近月合约同时卖出远月合约，通常是在预期未来价差缩小或近月相对走强。
manual_futures_hedging_lock_cost,manual_abstract_route,经济学,套期保值与价差交易,套期保值锁定生产成本,金融学大类,金融工程,衍生品与风险管理,无套利定价与套保,formula_or_calculation,formula_neighbor,套期保值锁定生产成本|套期保值|谷物价格上涨|现货风险|锁定生产成本,,生产经营者预计原材料价格上涨时，可通过期货或衍生品套期保值锁定采购成本、规避现货价格风险。
manual_futures_cbot_1848_foundation,manual_abstract_route,经济学,期货与衍生品,CBOT成立节点,金融学大类,金融工程,衍生品与风险管理,无套利定价与套保,concept,same_domain,CBOT成立节点|1848年|芝加哥|82位商人|CBOT|芝加哥期货交易所,,1848年，芝加哥82位商人发起组建芝加哥期货交易所 CBOT。
manual_futures_forward_advantage_flexibility,manual_abstract_route,经济学,期货与衍生品,远期合约灵活性优势,金融学大类,金融工程,衍生品与风险管理,无套利定价与套保,regulation,regulation_peer,远期合约灵活性优势|远期合约|主要优点|灵活|交易双方需要,,远期合约相较标准化期货的主要优点是可依据交易双方需要灵活订立，但流动性和信用风险管理通常弱于交易所期货。
manual_futures_option_buyer_right,manual_abstract_route,经济学,期货与衍生品,期权买方权利,金融学大类,金融工程,衍生品与风险管理,无套利定价与套保,regulation,regulation_peer|prerequisite,期权买方权利|期权|买方|购买或出售标的资产|权利,,期权赋予买方按约定条件购买或出售标的资产的权利，卖方承担相应义务。
manual_futures_zhengzhou_exchange_products,manual_abstract_route,经济学,期货与衍生品,郑商所主要品种边界,金融学大类,金融工程,衍生品与风险管理,无套利定价与套保,concept,contrast,郑商所主要品种边界|郑州商品交易所|郑商所|白糖期货|铜期货|国债期货,,郑州商品交易所上市品种以农产品、能源化工等商品期货为主，白糖期货属于郑商所品种；铜期货、国债期货不属于郑商所典型品种。
manual_futures_drawdown_risk_control,manual_abstract_route,经济学,期货与衍生品,回撤与止损风控,金融学大类,金融工程,衍生品与风险管理,无套利定价与套保,concept,same_domain,回撤与止损风控|回撤|止损|风险指标|胜率|盈利总额,,最大回撤衡量策略风险；交易前应明确止损与入场计划，并要求盈利期望覆盖止损风险。
manual_futures_var_confidence_meaning,manual_abstract_route,经济学,期货与衍生品,VaR置信度含义,金融学大类,金融工程,衍生品与风险管理,无套利定价与套保,definition,same_domain,VaR置信度含义|VaR|置信度|90%|300万元|一天内损失,,VaR 表示在给定置信度和持有期内，正常市场波动下可能遭受的最大损失边界；90%置信度日VaR为300万元，表示有90%的把握一天内损失不超过300万元。
manual_futures_wave_theory_elliott,manual_abstract_route,经济学,期货与衍生品,波浪理论提出者,金融学大类,金融工程,衍生品与风险管理,无套利定价与套保,concept,same_domain,波浪理论提出者|技术分析|波浪理论|艾略特|提出,,技术分析中的波浪理论由艾略特提出；江恩理论、道氏理论和艾略特波浪理论属于不同技术分析体系。
manual_futures_fundamental_analysis_supply_demand,manual_abstract_route,经济学,期货与衍生品,基本面分析的经济学基础,金融学大类,金融工程,衍生品与风险管理,无套利定价与套保,formula_or_calculation,formula_neighbor,基本面分析的经济学基础|基本面分析法|经济学理论基础|供求理论|供给|需求,,期货和大宗商品基本面分析主要以供求理论为经济学基础，通过供给、需求、库存、成本、政策等因素判断价格趋势。
manual_futures_cme_1972_fx_futures,manual_abstract_route,经济学,期货与衍生品,CME外汇期货起源,金融学大类,金融工程,衍生品与风险管理,无套利定价与套保,concept,same_domain,CME外汇期货起源|1972年5月|芝加哥商业交易所|CME|外汇期货,,芝加哥商业交易所 CME 于1972年5月推出外汇期货交易，这是现代金融期货发展的重要节点。
manual_futures_margin_ratio_common,manual_abstract_route,经济学,期货与衍生品,期货保证金比例常见区间,金融学大类,金融工程,衍生品与风险管理,无套利定价与套保,formula_or_calculation,formula_neighbor,期货保证金比例常见区间|保证金制度|保证金比率|合约价值|5%|15%,,期货交易采取保证金制度，保证金通常按合约价值一定比例收取；资格考试常见口径为合约价值的5%至15%。
manual_futures_derivatives_law_effective_date,manual_abstract_route,法学,期货与衍生品法,期货和衍生品法施行日期,金融学大类,金融工程,衍生品与风险管理,无套利定价与套保,regulation,regulation_peer,期货和衍生品法施行日期|期货和衍生品法|2022年4月20日|2022年8月1日|施行,,《中华人民共和国期货和衍生品法》由全国人大常委会通过后，自2022年8月1日起施行。
manual_sec_compliance_officer_part_time_boundary,manual_abstract_route,法学,证券公司合规,合规管理人员兼职边界,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,regulation,regulation_peer|contrast,合规管理人员兼职边界|合规管理人员|不得兼任其他任何职务|不正确|专职合规|15人以上,,证券公司应配备与职责相适应的合规管理人员；合规管理人员并非绝对不得兼任任何职务，关键是避免利益冲突并保障独立履职。
manual_sec_compliance_asset_management_no_promised_return,manual_abstract_route,法学,证券公司合规,受托投资管理不得承诺收益,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,regulation,regulation_peer,受托投资管理不得承诺收益|受托投资管理|自营业务严格分离|承诺收益|保本|合同,,证券公司受托投资管理业务应与自营业务严格分离、独立运作，不得在合同中承诺收益或保本。
manual_sec_compliance_staff_business_change_registration,manual_abstract_route,法学,证券公司合规,证券从业登记变更期限,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,regulation,regulation_peer,证券从业登记变更期限|登记人员|业务类别发生变化|证券公司|5个工作日|变更登记,,证券公司登记人员从事业务类别发生变化的，证券公司应自变化之日起五个工作日内为其办理变更登记。
manual_sec_compliance_off_balance_sheet_business,manual_abstract_route,法学,证券公司合规,表外业务定义,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,definition,same_domain,表外业务定义|商业银行表外业务风险管理指引|表外业务|不计入资产负债表|当期损益变动,,商业银行表外业务是指按现行会计准则不计入资产负债表内、不形成现实资产负债，但能够引起当期损益变动的业务。
manual_seclaw_disqualified_exchange_head_five_year,manual_abstract_route,法学,证券法,证券交易所负责人任职限制,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,regulation,regulation_peer,证券交易所负责人任职限制|证券交易场所|证券登记结算机构|因违法违纪被免职|证券交易所负责人|5年,,证券交易场所、证券登记结算机构人员或证券公司董监高因违法违纪被免职的，自解除职务之日起五年内通常不得担任证券交易所负责人。
manual_seclaw_service_agency_trading_blackout,manual_abstract_route,法学,证券法,证券服务机构承销期买卖限制,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,regulation,regulation_peer,证券服务机构承销期买卖限制|审计报告|法律意见书|证券申报文件|承销期|6个月内|不得买卖|证券服务机构承销期买卖限,,制作审计报告、法律意见书等证券申报文件的证券服务机构和人员，在该证券承销期内及期满后六个月内，不得买卖该证券。
manual_seclaw_sponsor_rep_regulatory_measure_suspension,manual_abstract_route,法学,证券法,保荐代表人监管措施暂停受理,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,regulation,regulation_peer,保荐代表人监管措施暂停受理|保荐代表人|连续两个自然年|监管措施|累计超过两次|6个月|保荐代表人监管措施暂停受,,保荐代表人在连续两个自然年内被监管部门采取措施次数累计超过规定次数的，证监会可在一定期限内不接受其具体负责推荐的事项；常见口径为六个月。
manual_seclaw_acquisition_announcement_offer_penalty,manual_abstract_route,法学,证券法,上市公司收购公告要约义务罚则,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,regulation,regulation_peer,上市公司收购公告要约义务罚则|上市公司收购|公告|收购要约|50万元以上500万元以下|上市公司收购公告要约义务|罚则,,收购人未按证券法履行上市公司收购公告、发出收购要约等义务的，责令改正、给予警告，并可处五十万元以上五百万元以下罚款。
manual_seclaw_fundraising_fraud_prosecution_threshold,manual_abstract_route,法学,证券法,集资诈骗追诉标准,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,regulation,regulation_peer,集资诈骗追诉标准|非法占有|诈骗|非法集资|立案追诉|10万元,,以非法占有为目的，使用诈骗方法非法集资，达到刑事立案追诉标准的应追诉；常见个人数额口径为十万元以上。
manual_seclaw_unapproved_stock_bond_issuance_crime,manual_abstract_route,法学,证券法,擅自发行股票债券责任,金融学大类,投资学,债券定价与久期,利率敏感性与收益率,concept,same_domain,擅自发行股票债券责任|擅自发行股票|公司企业债券|数额巨大|后果严重|5年以下,,未经国家主管部门批准，擅自发行股票或者公司、企业债券，数额巨大、后果严重或者有其他严重情节的，对责任人员可处五年以下有期徒刑或者拘役，并处罚金。
manual_seclaw_public_offering_200_boundary,manual_abstract_route,法学,证券法,公开发行证券人数边界,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,regulation,regulation_peer,公开发行证券人数边界|公开发行证券|特定对象|累计超过200人|员工持股计划|210人,,向特定对象发行证券累计超过二百人的，通常构成公开发行；依法实施员工持股计划的员工人数按规则可不计入特定对象累计人数。
manual_seclaw_financial_opening_principle,manual_abstract_route,法学,证券法,金融业对外开放原则,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,regulation,regulation_peer,金融业对外开放原则|金融稳定发展委员会|11条金融业对外开放措施|宜快不宜慢|宜早不宜迟|对外开放原则,,金融业对外开放措施在监管口径中强调宜快不宜慢、宜早不宜迟，体现稳妥但积极推进开放的原则。
manual_econlaw_unlisted_public_company_boundary,manual_abstract_route,法学,经济法,非上市公众公司边界,金融学大类,金融学,未细分金融模块,待人工归类,regulation,regulation_peer,非上市公众公司边界|非上市公众公司|股东累计超过200人|全国股转系统|特定对象|公开转让,,非上市公众公司包括股票向特定对象发行或转让导致股东累计超过200人的股份有限公司，以及依法公开转让股票的股份有限公司等；相关公开转让通常需经证监会核准并在全国股转系统进行。
manual_econlaw_foreign_investment_transition_period,manual_abstract_route,法学,经济法,外商投资法组织形式过渡期,金融学大类,金融学,未细分金融模块,待人工归类,regulation,regulation_peer,外商投资法组织形式过渡期|外商投资法|组织形式|过渡期|5年,,外商投资法施行前已设立的外商投资企业，可在法定过渡期内继续保留原企业组织形式等，常见口径为5年。
manual_strategy_dispersed_equity_governance_risk,manual_abstract_route,管理学,战略控制与风险,股权结构分散治理风险,金融学大类,金融学,未细分金融模块,待人工归类,concept,same_domain,股权结构分散治理风险|股权结构分散|公司治理|大股东|相互制衡|不稳定,,大股东之间缺乏共同利益、相互制衡且股权结构分散，可能造成公司治理不稳定。
manual_strategy_financial_strategy_matrix,manual_abstract_route,管理学,战略控制与风险,财务战略矩阵,金融学大类,公司金融,资本预算与资本结构,现金流与资本成本,formula_or_calculation,formula_neighbor,财务战略矩阵|投资资本回报率|资本成本|可持续增长率|销售增长率|现金剩余,,投资资本回报率高于资本成本表示价值创造；可持续增长率高于销售增长率表示现金剩余。
manual_strategy_cultural_management_response,manual_abstract_route,管理学,战略控制与风险,文化管理应对战略稳定,金融学大类,金融学,未细分金融模块,待人工归类,regulation,regulation_peer,文化管理应对战略稳定|技术方式|行为模式|战略稳定|文化管理,,当新技术或新方法引发人员行为阻力、但整体战略仍较稳定时，应优先加强文化管理。
manual_strategy_flexible_budget,manual_abstract_route,管理学,战略控制与风险,弹性预算,金融学大类,金融学,未细分金融模块,待人工归类,concept,same_domain,弹性预算|预算|实际业务量|动态预算,,以实际业务量为基础编制并可随业务量变化调整的预算，属于弹性预算。
manual_strategy_decision_tree_method,manual_abstract_route,管理学,战略控制与风险,决策树法,金融学大类,金融学,未细分金融模块,待人工归类,formula_or_calculation,formula_neighbor,决策树法|概率|投资方案|净现值|期望|决策树,,在多种状态及概率下比较投资方案期望收益或净现值并择优，属于决策树法。
manual_inv_option_hedge_ratio_meaning,manual_abstract_route,经济学,债券与衍生品,期权对冲比率含义,金融学大类,投资学,债券定价与久期,利率敏感性与收益率,definition,same_domain,期权对冲比率含义|对冲比率|看涨期权|股票|0.50,,期权对冲比率表示每1份期权对应需要持有或卖空的标的股票份额，用于构建无风险对冲组合。
manual_inv_protective_put_breakeven,manual_abstract_route,经济学,债券与衍生品,看跌期权保护性头寸保本价格,金融学大类,投资学,债券定价与久期,利率敏感性与收益率,formula_or_calculation,formula_neighbor,看跌期权保护性头寸保本价格|看跌期权|执行价格|保险价格|期权费|看跌期权保护性头寸保本价,,购买股票并买入看跌期权的保护性头寸，保本股票价格通常为执行价减去期权费。
manual_inv_bond_present_value_pricing,manual_abstract_route,经济学,债券与衍生品,债券定价现值公式,金融学大类,投资学,债券定价与久期,利率敏感性与收益率,formula_or_calculation,formula_neighbor,债券定价现值公式|债券价格|到期收益率|票面利率|每年付息,,债券价格等于未来各期票息和本金按到期收益率折现后的现值之和。
manual_inv_forward_rate_expected_return,manual_abstract_route,经济学,债券与衍生品,远期利率与预期收益率,金融学大类,投资学,资产定价,风险收益与估值,formula_or_calculation,formula_neighbor,远期利率与预期收益率|远期利率|期限结构不变|预期收益率|零息票债券,,在收益率曲线远期利率结构不变假设下，债券下一期预期收益率按相应持有期或远期利率推算。
manual_inv_bond_default_risk_premium,manual_abstract_route,经济学,债券与衍生品,债券违约风险溢价,金融学大类,投资学,资产定价,风险收益与估值,formula_or_calculation,formula_neighbor,债券违约风险溢价|违约风险溢价|公司债券|国债收益率|同期限,,公司债的违约风险溢价可用同期限公司债收益率减同期限无违约风险国债收益率近似衡量。
manual_inv_coupon_bond_reinvestment_risk,manual_abstract_route,经济学,债券与衍生品,息票债券再投资风险,金融学大类,投资学,债券定价与久期,利率敏感性与收益率,formula_or_calculation,formula_neighbor,息票债券再投资风险|息票债券|零息票债券|再投资风险|5年期,,同期限、同到期收益率下，息票债券因中间现金流需再投资，通常比零息债券承担更高再投资风险。
manual_inv_bond_duration_price_sensitivity,manual_abstract_route,经济学,债券与衍生品,债券久期价格敏感性,金融学大类,投资学,债券定价与久期,利率敏感性与收益率,formula_or_calculation,formula_neighbor,债券久期价格敏感性|久期|市场收益率|价格波动|价格变动|债券价格,,市场收益率变动时，债券价格近似变化额≈-久期×收益率变动×债券价格；久期越长价格敏感性越高。
manual_inv_convertible_value_premium,manual_abstract_route,经济学,债券与衍生品,可转债转换价值与转换溢价,金融学大类,投资学,债券定价与久期,利率敏感性与收益率,formula_or_calculation,formula_neighbor,可转债转换价值与转换溢价|可转债|转换比例|股票价格|市场转换价值|转换溢价,,可转债市场转换价值=标的股票价格×转换比例；转换溢价=可转债市场价格-转换价值。
manual_inv_discount_bond_price_convergence,manual_abstract_route,经济学,债券与衍生品,折价债券价格收敛,金融学大类,投资学,债券定价与久期,利率敏感性与收益率,formula_or_calculation,formula_neighbor,折价债券价格收敛|票面利率|到期收益率|债券价格|收益率不变,,若票面利率低于到期收益率，债券折价交易；在收益率不变时，随到期临近价格通常向面值上升收敛。
manual_inv_bond_dirty_clean_price,manual_abstract_route,经济学,债券与衍生品,债券全价与净价,金融学大类,投资学,债券定价与久期,利率敏感性与收益率,formula_or_calculation,formula_neighbor,债券全价与净价|息票债券|净价|全价|应计利息|上一次利息支付,,债券全价=净价+应计利息；应计利息按票息率、面值和上次付息日至结算日的时间比例计算。
manual_inv_henriksson_market_timing_beta,manual_abstract_route,经济学,投资学,Henriksson市场时机实证结论,金融学大类,投资学,资产定价,风险收益与估值,concept,same_domain,Henriksson市场时机实证结论|Henriksson|市场扩张时期|beta值|略微下降|Henriksson市场|时机实证结论,,Henriksson(1984)发现共同基金在市场扩张时期的β值通常略微下降，属实证历史结论，精确使用。
manual_inv_geometric_average_return,manual_abstract_route,经济学,投资学,多期几何平均收益率,金融学大类,金融学,未细分金融模块,待人工归类,formula_or_calculation,formula_neighbor,多期几何平均收益率|第一年收益率|第二年收益率|第三年收益率|几何平均,,多期几何平均收益率=[∏(1+r_t)]^(1/n)-1。
manual_inv_single_period_stock_pv,manual_abstract_route,经济学,投资学,单期股票现值,金融学大类,投资学,资产定价,风险收益与估值,formula_or_calculation,formula_neighbor,单期股票现值|一年普通股|红利|出售股票|最高价格,,单期股票最高可支付价格=(期末预期售价+期间股利)/(1+要求收益率)。
manual_inv_constant_growth_ddm,manual_abstract_route,经济学,投资学,固定增长股利贴现模型,金融学大类,投资学,资产定价,风险收益与估值,formula_or_calculation,formula_neighbor,固定增长股利贴现模型|固定增长|股利贴现|内在价值|市场资本化率,,固定增长股利贴现模型中 P0=D1/(r-g)，其中 D1 为下一期股利，r 为必要收益率，g 为稳定增长率。
manual_inv_expected_holding_period_return,manual_abstract_route,经济学,投资学,股票预期持有期收益率,金融学大类,投资学,资产定价,风险收益与估值,formula_or_calculation,formula_neighbor,股票预期持有期收益率|预期持有期收益率|未来股利|股票价值|概率,,股票预期持有期收益率可按期望期末价值加期望股利、减初始投资后除以初始投资计算。
manual_inv_bjs_capm_empirical_slope,manual_abstract_route,经济学,投资学,BJS CAPM实证斜率,金融学大类,投资学,资产定价,风险收益与估值,concept,same_domain,BJS CAPM实证斜率|Black|Jensen|Scholes|证券市场线|斜率|CAPM|BJS|CAPM实证斜率,,Black、Jensen、Scholes 的实证研究发现证券市场线斜率通常小于 CAPM 预测斜率，属实证历史结论，精确使用。
manual_fund_pe_annual_report_submission,manual_abstract_route,经济学,私募股权,股权投资基金年报报送,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,regulation,regulation_peer,股权投资基金年报报送|股权投资基金管理人|会计年度结束|4个月内|年度财务报告|协会,,股权投资基金管理人应在每个会计年度结束后规定月份内向协会报送经审计年度财报等材料；常见口径为4个月内。
manual_fund_regional_equity_market_function,manual_abstract_route,经济学,私募股权,区域性股权市场功能,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,concept,same_domain,区域性股权市场功能|区域性股权市场|多层次资本市场|中小微企业|股权交易|融资,,区域性股权市场服务多层次资本市场，重点促进中小微企业股权交易和融资。
manual_fund_value_added_services,manual_abstract_route,经济学,私募股权,增值服务价值,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,formula_or_calculation,formula_neighbor,增值服务价值|增值服务|被投资企业|降低投资风险|企业价值|客户体验,,基金增值服务可促进被投资企业发展、降低投资风险、提升企业价值和客户体验，因此相关价值多项并存。
manual_fund_private_manager_staff_requirement,manual_abstract_route,经济学,私募股权,私募基金管理人员要求,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,regulation,regulation_peer,私募基金管理人员要求|私募投资基金管理人|高级管理人员|合规风控负责人|2名|1名,,私募基金管理人应具备规定数量的高级管理人员，并应设置合规风控负责人；具体人数按监管规则精确匹配。
manual_fund_bond_embedded_terms,manual_abstract_route,经济学,债券与衍生品,债券嵌入条款,金融学大类,投资学,债券定价与久期,利率敏感性与收益率,formula_or_calculation,formula_neighbor,债券嵌入条款|赎回|回售|嵌入期权|收益率差异|债券条款,,债券期限相同但赎回、回售、嵌入期权等条款不同而导致收益率差异，属于条款差异。
manual_fund_guaranteed_bond_classification,manual_abstract_route,经济学,债券与衍生品,保证债券分类,金融学大类,投资学,债券定价与久期,利率敏感性与收益率,concept,same_domain,保证债券分类|保证债券|抵押债券|质押债券|担保债券|保证形式,,按保证形式差异，保证债券可分为抵押债券、质押债券和担保债券。
manual_fund_asset_liability_ratio,manual_abstract_route,经济学,公司金融,资产负债率,金融学大类,金融学,未细分金融模块,待人工归类,concept,same_domain,资产负债率|权益资本|债权资本|全部资本,,资产负债率=负债总额/资产总额。
manual_fund_sales_cash_receipts_formula,manual_abstract_route,经济学,公司金融,销售商品收现计算,金融学大类,金融学,未细分金融模块,待人工归类,formula_or_calculation,formula_neighbor,销售商品收现计算|销售商品提供劳务收到的现金|营业收入|应收账款|预收账款|退货,,销售商品提供劳务收到的现金可由营业收入、应收账款变动、预收账款变动、退货支付等调整计算。
manual_fund_owner_equity_formula,manual_abstract_route,经济学,公司金融,所有者权益计算,金融学大类,金融学,未细分金融模块,待人工归类,formula_or_calculation,formula_neighbor,所有者权益计算|注册资本|资本公积|盈余公积|未分配利润|所有者权益,,所有者权益=实收资本+资本公积+盈余公积+未分配利润；资产=负债+所有者权益。
manual_fund募集回访方式,manual_abstract_route,经济学,基金投资,募集回访方式,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,regulation,regulation_peer,募集回访方式|募集冷静期|录音电话|电邮|信函|回访,,基金募集冷静期结束后，除基金销售推介人员外，募集机构可通过录音电话、电邮、信函等方式回访，且不得使用诱导性语言。
manual_fund_entrusted_distribution,manual_abstract_route,经济学,基金投资,委托募集,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,concept,same_domain,委托募集|委托合格的第三方销售机构|销售基金,,基金管理人委托合格第三方销售机构募集基金的方式，形成委托募集。
manual_fund_custodian_nav_review_frequency,manual_abstract_route,经济学,基金投资,基金净值复核频率,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,regulation,regulation_peer,基金净值复核频率|证券投资基金托管业务管理办法|基金资产净值|复核|每年,,基金托管人对基金资产净值、基金份额净值等进行复核，具体频率按法规和基金合同执行，相关题目常见口径为每年至少一次。
manual_fund_custody_agreement_definition,manual_abstract_route,经济学,基金投资,托管协议定义,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,definition,same_domain,托管协议定义|托管协议|基金管理人|基金托管人|信息提供,,基金管理人和基金托管人之间就基金托管事项、信息提供和监督等权责形成的协议，属于托管协议。
manual_fund_profit_accounting_period,manual_abstract_route,经济学,基金投资,基金利润归属期间,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,concept,same_domain,基金利润归属期间|基金利润|经营成果|会计期间,,基金利润是基金在一定会计期间的经营成果。
manual_fund_dividend_nav_effect,manual_abstract_route,经济学,基金投资,基金分红对份额净值影响,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,concept,same_domain,基金分红对份额净值影响|基金分红|基金份额净值|影响|下降,,基金分红会使基金资产净值减少，除权后基金份额净值通常下降。
manual_bp_sales_cost_ratio_cash_impact,manual_abstract_route,经济学,金融计算,销售成本比率现金影响,金融学大类,金融学,未细分金融模块,待人工归类,formula_or_calculation,formula_neighbor,销售成本比率现金影响|销售成本比率|增加耗用现金|销售收入,,销售成本比率变化对现金的影响可按收入规模与成本率差异计算。
manual_bp_collateral_loan_limit,manual_abstract_route,经济学,金融计算,抵押贷款额度,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,formula_or_calculation,formula_neighbor,抵押贷款额度|抵押品市场价值|评估价值|抵押贷款率|抵押贷款额,,抵押贷款额通常按评估价值与抵押贷款率计算，审慎时以评估值而非市场价为基础。
manual_bp_monthly_payment_present_value,manual_abstract_route,经济学,金融计算,月供贷款现值,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,formula_or_calculation,formula_neighbor,月供贷款现值|月度还款|3年还款期限|每月偿还|年利率,,月度还款可负担本金按月供年金现值计算：贷款额=月供×年金现值系数。
manual_bp_annuity_loan_rate_reverse,manual_abstract_route,经济学,金融计算,年金贷款利率反推,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,formula_or_calculation,formula_neighbor,年金贷款利率反推|年初借款|每年年末还款|连续10年|年利率,,等额年金还款贷款利率可由贷款现值等于各期还款现值之和反推。
