id,ceval_subject,ceval_chinese_name,sub_concept,node_type,example_count,has_explanation,source_tier,confidence
ceval_seed.operating_system.044.实现虚拟存储技术,operating_system,操作系统,实现虚拟存储技术,concept,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.operating_system.045.分段,operating_system,操作系统,分段,concept,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.001.Cache,computer_architecture,计算机组成,Cache,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.002.内存,computer_architecture,计算机组成,内存,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.003.正确的是,computer_architecture,计算机组成,正确的是,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.004.错误的是,computer_architecture,计算机组成,错误的是,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.005.主存,computer_architecture,计算机组成,主存,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.006.寄存器,computer_architecture,计算机组成,寄存器,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.007.TLB,computer_architecture,计算机组成,TLB,procedure,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.008.立即,computer_architecture,计算机组成,立即,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.009.直接,computer_architecture,计算机组成,直接,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.010.以上都不对,computer_architecture,计算机组成,以上都不对,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.011.指令寄存器,computer_architecture,计算机组成,指令寄存器,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.012.相对寻址,computer_architecture,计算机组成,相对寻址,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.013.CPU,computer_architecture,计算机组成,CPU,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.014.高速缓冲存储器,computer_architecture,计算机组成,高速缓冲存储器,procedure,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.015.数据总线,computer_architecture,计算机组成,数据总线,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.016.间接,computer_architecture,计算机组成,间接,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.017.速度快,computer_architecture,计算机组成,速度快,formula_or_calculation,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.018.位功耗高,computer_architecture,计算机组成,位功耗高,formula_or_calculation,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.019.0000007FH,computer_architecture,计算机组成,0000007FH,abstraction_or_regularity,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.020.通用寄存器,computer_architecture,计算机组成,通用寄存器,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.021.直接寻址,computer_architecture,计算机组成,直接寻址,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.022.基址寻址,computer_architecture,计算机组成,基址寻址,formula_or_calculation,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.023.主存储器,computer_architecture,计算机组成,主存储器,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.024.存储器,computer_architecture,计算机组成,存储器,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.025.程序计数器,computer_architecture,计算机组成,程序计数器,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.026.外设,computer_architecture,计算机组成,外设,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.027.晶体管,computer_architecture,计算机组成,晶体管,formula_or_calculation,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.028.中小规模集成电路,computer_architecture,计算机组成,中小规模集成电路,formula_or_calculation,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.029.未命中,computer_architecture,计算机组成,未命中,procedure,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.030.命中,computer_architecture,计算机组成,命中,procedure,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.031.寄存器组,computer_architecture,计算机组成,寄存器组,procedure,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.032.磁带,computer_architecture,计算机组成,磁带,procedure,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.033.软磁盘,computer_architecture,计算机组成,软磁盘,procedure,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.034.活动头硬磁盘,computer_architecture,计算机组成,活动头硬磁盘,procedure,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.035.它一般用,computer_architecture,计算机组成,它一般用,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.036.门来实现,computer_architecture,计算机组成,门来实现,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.037.集成度低,computer_architecture,计算机组成,集成度低,formula_or_calculation,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.038.32位,computer_architecture,计算机组成,32位,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.039.1500H,computer_architecture,计算机组成,1500H,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.040.有关,computer_architecture,计算机组成,有关,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.041.DMA,computer_architecture,计算机组成,DMA,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.042.磁盘,computer_architecture,计算机组成,磁盘,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.043.PC,computer_architecture,计算机组成,PC,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.044.立即寻址,computer_architecture,计算机组成,立即寻址,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.computer_architecture.045.原码,computer_architecture,计算机组成,原码,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.001.int,college_programming,大学编程,int,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.002.cout,college_programming,大学编程,cout,procedure,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.003.public,college_programming,大学编程,public,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.004.void,college_programming,大学编程,void,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.005.class,college_programming,大学编程,class,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.006.main,college_programming,大学编程,main,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.007.endl,college_programming,大学编程,endl,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.008.return,college_programming,大学编程,return,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.009.next,college_programming,大学编程,next,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.010.include,college_programming,大学编程,include,procedure,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.011.iostream,college_programming,大学编程,iostream,procedure,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.012.Base,college_programming,大学编程,Base,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.013.data,college_programming,大学编程,data,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.014.num,college_programming,大学编程,num,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.015.private,college_programming,大学编程,private,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.016.char,college_programming,大学编程,char,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.017.const,college_programming,大学编程,const,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.018.top,college_programming,大学编程,top,procedure,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.019.operator,college_programming,大学编程,operator,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.020.using,college_programming,大学编程,using,abstraction_or_regularity,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.021.namespace,college_programming,大学编程,namespace,abstraction_or_regularity,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.022.std,college_programming,大学编程,std,abstraction_or_regularity,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.023.prev,college_programming,大学编程,prev,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.024.display,college_programming,大学编程,display,formula_or_calculation,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.025.func,college_programming,大学编程,func,formula_or_calculation,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.026.foo,college_programming,大学编程,foo,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.027.Sample,college_programming,大学编程,Sample,formula_or_calculation,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.028.fun,college_programming,大学编程,fun,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.029.in,college_programming,大学编程,in,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.030.wheel,college_programming,大学编程,wheel,formula_or_calculation,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.031.ch,college_programming,大学编程,ch,abstraction_or_regularity,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.032.example,college_programming,大学编程,example,concept,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.033.object,college_programming,大学编程,object,concept,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.034.other,college_programming,大学编程,other,formula_or_calculation,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.035.test,college_programming,大学编程,test,formula_or_calculation,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.036.arr,college_programming,大学编程,arr,concept,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.037.rear,college_programming,大学编程,rear,concept,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.038.if,college_programming,大学编程,if,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.039.在C,college_programming,大学编程,在C,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.040.sizeof,college_programming,大学编程,sizeof,concept,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.041.Derived,college_programming,大学编程,Derived,concept,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.042.print,college_programming,大学编程,print,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.043.CStudent,college_programming,大学编程,CStudent,formula_or_calculation,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.044.value,college_programming,大学编程,value,concept,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_programming.045.protected,college_programming,大学编程,protected,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_physics.001.frac,college_physics,大学物理,frac,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_physics.002.varepsilon,college_physics,大学物理,varepsilon,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_physics.003.sqrt,college_physics,大学物理,sqrt,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_physics.004.left,college_physics,大学物理,left,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_physics.005.right,college_physics,大学物理,right,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_physics.006.vec,college_physics,大学物理,vec,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_physics.007.pi,college_physics,大学物理,pi,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_physics.008.lambda,college_physics,大学物理,lambda,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_physics.009.cos,college_physics,大学物理,cos,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_physics.010.MeV,college_physics,大学物理,MeV,formula_or_calculation,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_physics.011.mu,college_physics,大学物理,mu,formula_or_calculation,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.college_physics.012.Li,college_physics,大学物理,Li,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
