bytes,error,job_group,query,saved,snippet_count,status,sub_concept,subject,url,url_score
,<urlopen error [SSL: UNSAFE_LEGACY_RENEGOTIATION_DISABLED] unsafe legacy renegotiation disabled (_ssl.c:1081)>,engineering,建设 注册工程师 考试大纲,,0,err,建设,environmental_impact_assessment_engineer,http[REDACTED_LOCAL_PATH]
,HTTP Error 403: Forbidden,politics_history,理想 统编教材 课程标准,,0,err,理想,ideological_and_moral_cultivation,http[REDACTED_LOCAL_PATH]
26757,,politics_history,提出 统编教材 课程标准,[REDACTED_LOCAL_PATH]
304854,,politics_history,提出 统编教材 课程标准,[REDACTED_LOCAL_PATH]
39,,politics_history,提出 统编教材 课程标准,[REDACTED_LOCAL_PATH]
35089,,politics_history,提出 统编教材 课程标准,[REDACTED_LOCAL_PATH]
3114443,,politics_history,中共 统编教材 课程标准,[REDACTED_LOCAL_PATH]
3138110,,politics_history,中共 统编教材 课程标准,[REDACTED_LOCAL_PATH]
58223,,politics_history,中共 统编教材 课程标准,[REDACTED_LOCAL_PATH]
60296,,politics_history,中共 统编教材 课程标准,[REDACTED_LOCAL_PATH]
81691,,politics_history,认识 统编教材 课程标准,[REDACTED_LOCAL_PATH]
152844,,politics_history,认识 统编教材 课程标准,[REDACTED_LOCAL_PATH]
187006,,politics_history,认识 统编教材 课程标准,[REDACTED_LOCAL_PATH]
925088,,politics_history,认识 统编教材 课程标准,[REDACTED_LOCAL_PATH]
